Name,Year,Duration,Genre,Votes,Director,Actor 1,Actor 2,Actor 3,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,Revenue_Millions,Rating
Rustom,2016,148,"Crime, Drama, Thriller",24285,Dharmendra Suresh Desai,Manoj Bajpayee,Akshay Kumar,Sharad Kelkar,,,,,,,,,,7.1
Rustom Kaun,1966,131,"Action, Adventure",8,Dharam Kumar,Randhawa,Malika,Tiger Joginder,,,,,,,,,,6.2
Rustom Sohrab,1967,144,"Action, Adventure, Drama",23,Vishram Bedekar,Prithviraj Kapoor,Suraiya,Prem Nath,,,,,,,,,,6.2
Rustom-E-Rome,1964,106,"Action, Adventure, Drama",5,Radhakant,Dara Singh,Azaad Irani,Vijaya Choudhury,,,,,,,,,,6.4
S. P. Parasuram,1994,140,"Action, Drama",98,Ravi Raja Pinisetty,Chiranjeevi,Sridevi,Harish,,,,,,,,,,5.7
S.P. Chauhan,2019,136,Drama,348,Manoj K. Jha,Jimmy Sheirgill,Yuvika Chaudhary,Yashpal Sharma,,,,,,,,,,5.4
Saagar,1985,186,"Drama, Romance",919,Ramesh Sippy,Rishi Kapoor,Kamal Haasan,Dimple Kapadia,,,,,,,,,,7.1
Saaheb,1985,150,Drama,474,Anil Ganguly,Rakhee Gulzar,Anil Kapoor,Amrita Singh,,,,,,,,,,7.2
Saajan,1991,181,"Drama, Musical, Romance",6267,Lawrence D'Souza,Sanjay Dutt,Madhuri Dixit,Salman Khan,,,,,,,,,,7.2
Saajan Bina Suhagan,1978,121,"Crime, Drama, Family",42,Saawan Kumar Tak,Nutan,Vinod Mehra,Shreeram Lagoo,,,,,,,,,,6.4
Saajan Chale Sasural,1996,134,"Comedy, Drama",1344,David Dhawan,Govinda,Karisma Kapoor,Tabu,,,,,,,,,,6
Saajan Ka Ghar,1994,153,Drama,134,Surendra Kumar Bohra,Rishi Kapoor,Juhi Chawla,Deepak Tijori,,,,,,,,,,4.9
Saala Khadoos,2016,109,"Action, Drama, Sport",11638,Sudha Kongara,Madhavan,Nassar,Radha Ravi,,,,,,,,,,7.6
Saanch Ko Aanch Nahin,1979,138,"Drama, Family",13,Satyen Bose,Arun Govil,Madhu Kapoor,Sunder,,,,,,,,,,6.3
Saand Ki Aankh,2019,146,"Biography, Drama",4210,Tushar Hiranandani,Taapsee Pannu,Bhumi Pednekar,Prakash Jha,,,,,,,,,,7.7
Saanjh,2017,109,"Drama, Family",173,Ajay K Saklani,Asif Basra,Tanu Bhardwaj,Aditi Charak,,,,,,,,,,8.2
Saanncha,2008,110,Drama,12,Aloknath Dixit,Sudha Chandran,Amin Gazi,Archanna Guptaa,,,,,,,,,,5.8
Saansein: The Last Breath,2016,101,"Horror, Romance",143,Rajiv S. Ruia,Sonarika Bhadoria,Aamir Dalvi,Rajniesh Duggall,,,,,,,,,,3.1
Saaransh,1984,137,Drama,1781,Mahesh Bhatt,Rohini Hattangadi,Anupam Kher,Soni Razdan,,,,,,,,,,8.2
Saare Jahaan Se Mehnga...,2013,120,"Comedy, Drama",1126,Anshul Sharma,Annapoorna,V.M. Badola,Rampal Barsewal,,,,,,,,,,7.1
Saari Raat,2015,83,Drama,23,Aparna Sen,Ritwick Chakraborty,Anjan Dutt,Konkona Sen Sharma,,,,,,,,,,5.6
Saat Hindustani,1969,144,"Action, Adventure, Drama",197,Khwaja Ahmad Abbas,Utpal Dutt,Jalal Agha,Anwar Ali,,,,,,,,,,6.5
Saat Rang Ke Sapne,1998,171,"Drama, Romance",96,Priyadarshan,Arvind Swamy,Juhi Chawla,Farida Jalal,,,,,,,,,,5.9
Saat Uchakkey,2016,139,Comedy,760,Sanjeev Sharma,Manoj Bajpayee,Vijay Raaz,Aditi Sharma,,,,,,,,,,5.7
Saath Saath,1982,117,Drama,264,Raman Kumar,Deepti Naval,Farooq Shaikh,Satish Shah,,,,,,,,,,7.1
Saathi,1968,156,"Drama, Romance",73,C.V. Sridhar,Vyjayanthimala,Rajendra Kumar,Simi Garewal,,,,,,,,,,7.2
Saathi,1991,175,"Action, Crime, Drama",183,Mahesh Bhatt,Aditya Pancholi,Mohsin Khan,Varsha Usgaonkar,,,,,,,,,,6.2
Saathiya,2002,138,"Drama, Family, Romance",6734,Shaad Ali,Vivek Oberoi,Rani Mukerji,Shah Rukh Khan,,,,,,,,,,6.8
Saatwan Aasman,1992,130,Drama,75,Mahesh Bhatt,Vivek Mushran,Pooja Bhatt,Avtar Gill,,,,,,,,,,5.1
Saavi: A Bonded Bride,2015,150,Drama,9,Rajeev Kumar,Jaspinder Cheema,Manni Boparai,Daljinder Basran,,,,,,,,,,6.7
Saawan... The Love Season,2006,123,"Drama, Fantasy, Romance",1177,Saawan Kumar Tak,Salman Khan,Saloni Aswani,Kapil Jhaveri,,,,,,,,,,2.8
Saawariya,2007,142,"Drama, Musical, Romance",7445,Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Salman Khan,,,,,,,,,,5.2
Saaya,1989,180,Horror,15,Keshu Ramsay,Shatrughan Sinha,Poonam Dhillon,Danny Denzongpa,,,,,,,,,,5.1
Saaya,2003,135,"Drama, Fantasy, Mystery",913,Anurag Basu,John Abraham,Tara Sharma,Mahima Chaudhry,,,,,,,,,,5.8
Saaz Aur Awaaz,1966,135,"Drama, Mystery, Romance",11,Subodh Mukherji,Joy Mukherjee,Saira Banu,Mumtaz Begum,,,,,,,,,,5.1
Saazish,1975,132,"Action, Crime, Thriller",43,Kalidas,Saira Banu,Dharmendra,Dev Kumar,,,,,,,,,,5.7
Saazish,1998,140,Drama,19,Sudhir R. Nair,Ishrat Ali,Pooja Batra,Vikas Bhalla,,,,,,,,,,4.8
Sab Kushal Mangal,2020,132,Romance,215,Karan Vishwanath Kashyap,Akshaye Khanna,Priyaank Sharma,Riva Kishan,,,,,,,,,,4.4
Sabki Bajegi Band,2015,108,"Comedy, Drama",68,Anirudh Chawla,Swara Bhaskar,Shaurya Chauhan,Jhanvi Desai,,,,,,,,,,3.5
Saboot,1980,132,"Mystery, Thriller",80,Shyam Ramsay,Tulsi Ramsay,Navin Nischol,Vidya Sinha,,,,,,,,,,6.5
Saboot Mangta Hain Kanoon,1994,144,"Action, Drama",8,Suraj Prakash,Raj Babbar,Anita Raj,Shashi Kapoor,,,,,,,,,,3.4
Sabrang,2017,54,Drama,8,Bharti Niranjan,Sonia Albizuri,Ekaansh Bhaardwaaj,Jeet Raidutt,,,,,,,,,,6.9
Sabse Bada Khiladi,1995,162,"Action, Crime, Thriller",4363,Umesh Mehra,Akshay Kumar,Mamta Kulkarni,Mohnish Bahl,,,,,,,,,,6
Sabse Bada Rupaiya,1976,135,Comedy,42,S. Ramanathan,Mehmood,Vinod Mehra,Moushumi Chatterjee,,,,,,,,,,6.8
Sabse Badi Ganga Ki Saugandh,2003,114,Action,7,K.I. Sheikh,Hemant Birje,Dharmendra,Gautam,,,,,,,,,,2.9
Sabuj Dwiper Raja,1979,109,"Adventure, Drama, Family",76,Tapan Sinha,Samit Bhanja,Arunava Adhikari,Lily Chakravarty,,,,,,,,,,7.5
Sachaa Jhutha,1970,143,"Action, Comedy, Thriller",256,Manmohan Desai,Rajesh Khanna,Mumtaz,Vinod Khanna,,,,,,,,,,6.7
Sachaai,1969,160,"Drama, Comedy, Action",59,K. Shankar,Shammi Kapoor,Sadhana,Sanjeev Kumar,,,,,,,,,,7.3
Sachai Ki Taqat,1989,135,"Action, Drama",39,Rama Rao Tatineni,Bob Christo,Dharmendra,Govinda,,,,,,,,,,4.5
Sachin - A Billion Dreams,2017,138,"Documentary, Sport",7711,James Erskine,Sachin Tendulkar,Mikhail Gandhi,Anjali Tendulkar,,,,,,,,,,8.6
Sacred Evil,2006,109,Drama,25,Abhigyan Jha,Abhiyan Rajhans,Sarika,Lynsey Pow,,,,,,,,,,5.8
Sadak,1991,134,"Action, Drama, Romance",2331,Mahesh Bhatt,Sanjay Dutt,Pooja Bhatt,Deepak Tijori,,,,,,,,,,6.5
Sadak 2,2020,133,"Action, Drama",67785,Mahesh Bhatt,Alia Bhatt,Priyanka Bose,Sanjay Dutt,,,,,,,,,,1.1
Sadda Adda,2012,130,"Comedy, Drama, Romance",1345,Muazzam Beg,Karan Sharma,Karanvir Sharma,Shaurya Chauhan,,,,,,,,,,7.1
Sadhna,1958,137,Drama,66,B.R. Chopra,Vyjayanthimala,Sunil Dutt,Radhakrishan,,,,,,,,,,7.2
Sadhu Aur Shaitaan,1968,155,"Comedy, Thriller",133,A. Bhimsingh,Mehmood,Bharathi,Kishore Kumar,,,,,,,,,,6.6
Sadiyaan: Boundaries Divide... Love Unites,2010,200,"Drama, Romance",75,Raj Kanwar,Rekha,Hema Malini,Javed Sheikh,,,,,,,,,,4.5
Sadma,1983,141,"Drama, Romance",3004,Balu Mahendra,Kamal Haasan,Sridevi,Gulshan Grover,,,,,,,,,,8.4
Safar,1970,137,"Drama, Romance",364,Asit Sen,Rajesh Khanna,Sharmila Tagore,Feroz Khan,,,,,,,,,,7.2
Sagai,1951,129,Drama,10,Harnam Singh Rawail,Prem Nath,Rehana,Hiralal,,,,,,,,,,6.1
Sagar Sangam,1988,120,Drama,27,Dulal Guha,Mithun Chakraborty,Shatrughan Sinha,Padmini Kolhapure,,,,,,,,,,6.4
Sahara,1958,135,"Drama, Family",17,Lekhraj Bhakri,Meena Kumari,M. Rajan,Kuldip Kaur,,,,,,,,,,5.6
Sahasa Veerudu Sagara Kanya,1996,139,"Action, Adventure, Fantasy",151,K. Raghavendra Rao,Venkatesh Daggubati,Shilpa Shetty Kundra,Malasri,,,,,,,,,,6
Sahasam,2013,150,"Action, Adventure",963,Chandra Sekhar Yeleti,Tottempudi Gopichand,Taapsee Pannu,Shakti Kapoor,,,,,,,,,,6.6
Saheb Biwi Aur Gangster,2011,118,"Action, Crime, Drama",4028,Tigmanshu Dhulia,Jimmy Sheirgill,Mahie Gill,Randeep Hooda,,,,,,,,,,7.2
Saheb Biwi Aur Gangster 3,2018,140,"Action, Crime, Drama",744,Tigmanshu Dhulia,Sanjay Dutt,Jimmy Sheirgill,Mahie Gill,,,,,,,,,,4.4
Saheb Biwi Aur Gangster Returns,2013,142,"Action, Crime, Drama",3857,Tigmanshu Dhulia,Jimmy Sheirgill,Mahie Gill,Irrfan Khan,,,,,,,,,,6.8
Sahhas,1981,133,Action,15,Ravikant Nagaich,Mithun Chakraborty,Rati Agnihotri,Madan Puri,,,,,,,,,,4.7
Sahi Dhandhe Galat Bande,2011,119,"Action, Comedy, Drama",263,Parvin Dabas,Anupam Kher,Sharat Saxena,Udit Khurana,,,,,,,,,,4.8
Sahib Bibi Aur Ghulam,1962,152,"Drama, Musical",1557,Abrar Alvi,Meena Kumari,Guru Dutt,Rehman,,,,,,,,,,8.3
Sahibaan,1993,133,"Romance, Drama",191,Ramesh Talwar,Rishi Kapoor,Sanjay Dutt,Madhuri Dixit,,,,,,,,,,5.7
Saina,2021,135,"Biography, Drama, Sport",3369,Amole Gupte,Mukesh Agrohari,Olga Anand,Rohan Apte,,,,,,,,,,4.2
Sainik,1993,145,"Action, Drama, Romance",1158,Sikander Bharti,Akshay Kumar,Ashwini Bhave,Farheen,,,,,,,,,,6.1
Sainika,2002,150,"Action, Drama",18,K. Mahesh Sukhadhare,Doddanna,Nataraj Enigi,Raj Gupta,,,,,,,,,,6.7
Sajan,1969,147,"Comedy, Mystery, Romance",61,Mohan Segal,Asha Parekh,Manoj Kumar,Om Prakash,,,,,,,,,,7.1
Sajna Saath Nibhana,1986,132,Drama,9,Jwalamukhi,Danish Khan,Neelu,Nutan,,,,,,,,,,4.1
Sakalakala Vallavan,1982,138,"Action, Comedy, Romance",223,S.P. Muthuraman,Kamal Haasan,Ambika,Silk Smitha,,,,,,,,,,6.6
Salaakhen,1998,165,"Action, Drama",421,Guddu Dhanoa,Sunny Deol,Raveena Tandon,Anupam Kher,,,,,,,,,,5.4
Salaakhen,1975,129,"Action, Thriller",62,A. Salaam,Shashi Kapoor,Sulakshana Pandit,Mehmood,,,,,,,,,,5.8
Salaam Bacche,2007,77,"Drama, Family",36,Khalid Y. Batliwalla,Pratima V. Kulkarni,Meghan Jadhav,Ravi Behl,,,,,,,,,,5.8
Salaam Bombay!,1988,113,"Crime, Drama",8801,Mira Nair,Shafiq Syed,Anjaan,Amrit Patel,,,,,,,,,,8
Salaam Namaste,2005,158,"Comedy, Drama, Romance",6981,Siddharth Anand,Saif Ali Khan,Preity Zinta,Arshad Warsi,,,,,,,,,,6.2
Salaam Zindagi,2017,120,Drama,9,Syed Hussain,Aziz Naser,Heena Shaik,Dheer Charan Srivastav,,,,,,,,,,6.4
Salaam-E-Ishq,2007,216,"Comedy, Drama, Musical",5260,Nikkhil Advani,Salman Khan,Priyanka Chopra Jonas,Anil Kapoor,,,,,,,,,,5.1
Salim Langde Pe Mat Ro,1989,111,"Crime, Drama",456,Saeed Akhtar Mirza,Pawan Malhotra,Makrand Deshpande,Ashutosh Gowariker,,,,,,,,,,7.6
Sallu Ki Shaadi,2017,109,Romance,39,Mohammed Israr Ansari,Arvind Kasera,Zeenat Aman,Sandeep Anand,,,,,,,,,,3.6
Salma Pe Dil Aa Gaya,1997,149,Drama,26,Saawan Kumar Tak,Ayub Khan,Saadhika,Milind Gunaji,,,,,,,,,,5.6
Samadhan,1980,128,Drama,6,Jayanta Basu,Dipankar Dey,Rabi Ghosh,Uttam Kumar,,,,,,,,,,7.3
Samadhi,1950,165,Drama,34,Ramesh Saigal,Ashok Kumar,Nalini Jaywant,Kuldip Kaur,,,,,,,,,,6.9
Samadhi,1972,139,"Action, Drama, Romance",110,Prakash Mehra,Asha Parekh,Dharmendra,Jaya Bachchan,,,,,,,,,,6.6
Samaj Ko Badal Dalo,1970,162,Drama,14,V. Madhusudan Rao,Sharada,Parikshit Sahni,Pran,,,,,,,,,,6.2
Samar,1998,126,Drama,31,Shyam Benegal,Rajeshwari Sachdev,Rajit Kapoor,Ravi Jhankal,,,,,,,,,,7.5
Samarasimha Reddy,1999,148,"Action, Drama",466,Gopal B.,Nandamuri Balakrishna,Simran,Anjala Zaveri,,,,,,,,,,7.1
Samarat Prithviraj Chauvan,1959,145,"Adventure, History, Thriller",9,Harsukh Jagneshwar Bhatt,Paidi Jairaj,Anita Guha,Ulhas,,,,,,,,,,6.7
Samay: When Time Strikes,2003,136,"Crime, Mystery, Thriller",1830,Robbie Grewal,Sushmita Sen,Lucy Bartholomew,Tushar Dalvi,,,,,,,,,,6.9
Sameer,2017,129,Drama,219,Dakxin Bajrange,Mohd. Zeeshan Ayyub,Master Shubham Bajrange,Jay Bhatt,,,,,,,,,,5.4
Sampark,1979,128,Drama,7,Inder Sen,Madhu Kapoor,Girish Karnad,Mazhar Khan,,,,,,,,,,6.7
Sampoorna Mahabharat,1983,155,"Action, Adventure, Drama",10,Babubhai Mistry,Jayshree Gadkar,Arvind Kumar,Dinesh Mehta,,,,,,,,,,7.8
Sampoorna Ramayana,1961,183,"Drama, Adventure, Action",49,Babubhai Mistry,Mahipal,Anita Guha,Sulochana Latkar,,,,,,,,,,7.4
Samraat,1982,161,"Action, Adventure, Comedy",146,Mohan Segal,Dharmendra,Jeetendra,Hema Malini,,,,,,,,,,5.8
Samrat & Co.,2014,125,"Mystery, Thriller",1227,Kaushik Ghatak,Rajeev Khandelwal,Madalsa Sharma,Gopal Datt,,,,,,,,,,6.2
Samrat Chandragupt,1958,105,"Adventure, Drama, History",15,Babubhai Mistry,Nirupa Roy,Bharat Bhushan,B.M. Vyas,,,,,,,,,,6.1
Samson,1964,138,"Action, Adventure",20,Nanabhai Bhatt,Dara Singh,Ameeta,Feroz Khan,,,,,,,,,,6
Samundar,1986,144,"Action, Crime, Drama",139,Rahul Rawail,Sunny Deol,Poonam Dhillon,Anupam Kher,,,,,,,,,,5.5
Sanam,1997,152,"Action, Drama, Romance",87,Aziz Sejawal,Sanjay Dutt,Vivek Mushran,Manisha Koirala,,,,,,,,,,4.8
Sanam Bewafa,1991,160,"Drama, Romance",1212,Saawan Kumar Tak,Salman Khan,Chandni,Kanchan,,,,,,,,,,5.4
Sanam Re,2016,120,"Drama, Romance",2936,Divya Khosla Kumar,Rishi Kapoor,Pulkit Samrat,Yami Gautam,,,,,,,,,,3.2
Sanam Teri Kasam,2009,170,"Action, Drama, Romance",152,Lawrence D'Souza,Saif Ali Khan,Atul Agnihotri,Pooja Bhatt,,,,,,,,,,4.8
Sanam Teri Kasam,2016,154,"Drama, Musical, Romance",10855,Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane,,,,,,,,,,7.4
Sandakozhi,2005,151,Action,594,N. Linguswamy,Vishal,Meera Jasmine,Raj Kiran,,,,,,,,,,6.9
Sandeep Aur Pinky Faraar,2021,125,"Comedy, Crime, Drama",6489,Dibakar Banerjee,Parineeti Chopra,Arjun Kapoor,Jaideep Ahlawat,,,,,,,,,,6.3
Sandwich,2006,152,"Comedy, Thriller",819,Anees Bazmee,Govinda,Raveena Tandon,Mahima Chaudhry,,,,,,,,,,5.4
Sangam,1964,238,"Drama, Musical, Romance",1611,Raj Kapoor,Raj Kapoor,Rajendra Kumar,Vyjayanthimala,,,,,,,,,,7.5
Sangdil,1952,150,"Drama, Mystery, Romance",96,R.C. Talwar,Madhubala,Dilip Kumar,Shammi,,,,,,,,,,7.3
Sangdil Sanam,1994,156,"Drama, Romance",522,Shomu Mukherjee,Anand Balraj,Beena Banerjee,Kishore Anand Bhanushali,,,,,,,,,,4.2
Sangeet,1992,144,"Drama, Romance",150,K. Viswanath,Madhuri Dixit,Jackie Shroff,Nitish Bharadwaj,,,,,,,,,,5.6
Sangharsh,1999,127,"Action, Crime, Drama",5235,Tanuja Chandra,Preity Zinta,Akshay Kumar,Ashutosh Rana,,,,,,,,,,6.8
Sangram,1950,139,Drama,30,Gyan Mukherjee,Ashok Kumar,Nalini Jaywant,Shashi Kapoor,,,,,,,,,,6.7
Sangram,1993,156,"Drama, Romance",197,Lawrence D'Souza,Ajay Devgn,Ayesha Jhulka,Karisma Kapoor,,,,,,,,,,3.2
Sanjh Aur Savera,1964,134,"Drama, Family",50,Hrishikesh Mukherjee,Meena Kumari,Guru Dutt,Mehmood,,,,,,,,,,7
Sanjog,1943,122,"Comedy, Drama",13,Abdul Rashid Kardar,Noor Mohammad Charlie,Anwar Hussain,Mehtab,,,,,,,,,,6.9
Sanjog,1972,150,"Comedy, Drama, Family",133,S.S. Balan,Mala Sinha,Amitabh Bachchan,Aruna Irani,,,,,,,,,,6.2
Sanjog,1985,148,Drama,85,K. Viswanath,Jeetendra,Jaya Prada,Vinod Mehra,,,,,,,,,,7
Sanju,2018,155,"Biography, Comedy, Drama",49199,Rajkumar Hirani,Ranbir Kapoor,Paresh Rawal,Manisha Koirala,,,,,,,,,,7.7
Sankat City,2009,120,"Comedy, Crime, Drama",609,Pankaj Advani,Kay Kay Menon,Rimi Sen,Anupam Kher,,,,,,,,,,6.2
Sankham,2009,155,"Action, Comedy",136,Siva,Tottempudi Gopichand,Trisha Krishnan,Chandramohan,,,,,,,,,,5
Sankoch,1976,113,"Drama, Romance",18,Anil Ganguly,Jeetendra,Sulakshana Pandit,Vikram Makandar,,,,,,,,,,6.4
Sannata,1981,125,"Horror, Mystery",42,Shyam Ramsay,Tulsi Ramsay,Vijay Arora,Birbal,,,,,,,,,,6.6
Sanshodhan,1996,165,Drama,67,Govind Nihalani,Manoj Bajpayee,Vanya Joshi,Kishore Kadam,,,,,,,,,,7.3
Sant Dnyaneshwar,1940,139,Fantasy,45,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari,,,,,,,,,,7.9
Sant Dnyaneshwar,1940,137,Biography,9,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari,,,,,,,,,,8.1
Sant Gyaneshwar,1982,129,"Biography, History",10,Sudhir Dalvi,Kanan Kaushal,Mahesh Kothare,Dev Kumar,,,,,,,,,,6.5
Sant Tukaram,1937,131,Biography,229,Vishnupant Govind Damle,Sheikh Fattelal,Vishnupant Pagnis,Gauri,,,,,,,,,,6.7
Santa Banta Pvt Ltd,2016,112,"Comedy, Crime, Drama",247,Akashdeep,Boman Irani,Vir Das,Neha Dhupia,,,,,,,,,,2.8
Santaan,1993,161,"Drama, Family",40,Narayana Rao Dasari,Jeetendra,Moushumi Chatterjee,Deepak Tijori,,,,,,,,,,5.8
Santosh,1989,146,"Drama, Family",37,Balbir Wadhawan,Manoj Kumar,Nirupa Roy,Rakhee Gulzar,,,,,,,,,,6.7
Santosham,2002,150,"Drama, Romance",545,Dasaradh,Dasharth,Nagarjuna Akkineni,Shriya Saran,,,,,,,,,,7.1
Sanyasi,1975,155,Drama,62,Sohanlal Kanwar,Manoj Kumar,Hema Malini,Prem Nath,,,,,,,,,,6.8
Sapne Saajan Ke,1992,162,"Drama, Romance",141,Lawrence D'Souza,Jackie Shroff,Dimple Kapadia,Karisma Kapoor,,,,,,,,,,3.3
Sapnon Ka Saudagar,1968,168,Romance,80,Mahesh Kaul,Raj Kapoor,Hema Malini,Jayant,,,,,,,,,,7.2
Sapoot,1996,158,"Action, Crime, Drama",1041,Jagdish A. Sharma,Akshay Kumar,Sunil Shetty,Karisma Kapoor,,,,,,,,,,5.2
Sara Akash,1969,100,Drama,60,Basu Chatterjee,Madhu Chakravarty,Rakesh Pandey,Dina Pathak,,,,,,,,,,7.2
Sarabha,2018,137,Fantasy,65,N. Narasimharao,Narsimha Rao,Aakash Kumar Sehdev,Mishti,,,,,,,,,,6.8
Saranga,1961,130,"Action, Drama, Romance",24,Dhirubhai Desai,Sudesh Kumar,Jayshree Gadkar,Nilofar,,,,,,,,,,4.5
Saraswathi Sabatham,1966,159,"Comedy, Drama, Fantasy",117,A.P. Nagarajan,Shivaji Ganesan,Gemini Ganesan,Devika,,,,,,,,,,7.3
Saraswatichandra,1968,156,"Drama, Romance",127,Govind Saraiya,Nutan,Manish,Vijaya Choudhury,,,,,,,,,,6.4
Sarbjit,2016,131,"Biography, Drama",4497,Omung Kumar,Randeep Hooda,Aishwarya Rai Bachchan,Richa Chadha,,,,,,,,,,7.3
Sardaar Gabbar Singh,2016,164,"Action, Comedy, Crime",2361,K.S. Ravindra,Kajal Aggarwal,Tisca Chopra,Pawan Kalyan,,,,,,,,,,4.7
Sardar,1993,175,"Biography, Drama, History",715,Ketan Mehta,Paresh Rawal,Tom Alter,Deepika Amin,,,,,,,,,,7.9
Sardar Ka Grandson,2021,139,"Comedy, Drama, Romance",3773,Kaashvi Nair,Neena Gupta,Arjun Kapoor,Rakul Preet Singh,,,,,,,,,,4.1
Sardari Begum,1996,116,Drama,189,Shyam Benegal,Amrish Puri,Kirron Kher,Smriti Mishra,,,,,,,,,,6.6
Sarfarosh,1985,157,Drama,37,Narayana Rao Dasari,Asrani,Kamini Bhatia,Bharat Bhushan,,,,,,,,,,5.2
Sarfarosh,1999,174,"Action, Drama",24454,John Mathew Matthan,Aamir Khan,Naseeruddin Shah,Sonali Bendre,,,,,,,,,,8.1
Sargam,1979,145,"Musical, Romance",159,K. Viswanath,Rishi Kapoor,Jaya Prada,Shashikala,,,,,,,,,,6.8
Sargam,1950,135,"Drama, Family",33,P.L. Santoshi,Raj Kapoor,Rehana,Om Prakash,,,,,,,,,,6.9
Sargoshiyan,2017,106,Drama,33,Imran Khan,Vijay Verma,Indraneil Sengupta,Sara Khan,,,,,,,,,,6.2
Sarhad,1960,118,Drama,20,Shankar Mukherjee,Dev Anand,Suchitra Sen,Ragini,,,,,,,,,,7.5
Sarhad Paar,2006,117,"Action, Drama",116,Raman Kumar,Mahima Chaudhry,Tabu,Sanjay Dutt,,,,,,,,,,3.9
Sarivar Sari,2005,126,Drama,39,Gajendra Ahire,Madhura Velankar,Mohan Joshi,Neena Kulkarni,,,,,,,,,,7
Sarkar,2005,124,"Action, Crime, Drama",16038,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Kay Kay Menon,,,,,,,,,,7.6
Sarkar 3,2017,130,"Action, Crime, Drama",1905,Ram Gopal Varma,Manoj Bajpayee,Amitabh Bachchan,Yami Gautam,,,,,,,,,,4.9
Sarkar Raj,2008,125,"Action, Crime, Drama",7295,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Aishwarya Rai Bachchan,,,,,,,,,,6.7
Sarkari Mehman,1979,135,"Drama, Family",10,N.D. Kothari,Vinod Khanna,Jasmin,Amjad Khan,,,,,,,,,,4.8
Sasti Dulhan Mahenga Dulha,1986,148,Drama,12,Bhappi Sonie,Mahesh Anand,Arun,Beena Banerjee,,,,,,,,,,5.3
Sasural,1984,164,"Drama, Family",11,Govind Moonis,Arun Govil,Sadhana Singh,Bharat Bhushan,,,,,,,,,,5.4
Satah Se Uthata Aadmi,1980,114,Drama,68,Mani Kaul,Bharat Gopy,Vibhuti Jha,Satyen Kumar,,,,,,,,,,6.7
Satellite Shankar,2019,135,"Action, Drama",928,Irfan Kamal,Sooraj Pancholi,Anil Reji,Megha Akash,,,,,,,,,,6.3
Sathyam,2008,137,"Action, Drama",210,Rajsekhar,Vishal,Nayanthara,Brahmanandam,,,,,,,,,,5
Satrangee Parachute,2011,115,"Comedy, Drama, Family",66,Vineet Khetrapal,Sanjay Mishra,Zakir Hussain,Lilliput,,,,,,,,,,5.3
Satta,2003,153,"Crime, Drama",544,Madhur Bhandarkar,Raveena Tandon,Atul Kulkarni,Shri Vallabh Vyas,,,,,,,,,,6.8
Satte Pe Satta,1982,160,"Action, Comedy, Drama",3139,Raj N. Sippy,Amitabh Bachchan,Hema Malini,Ranjeeta Kaur,,,,,,,,,,7.2
Satya,1998,170,"Action, Crime, Drama",13918,Ram Gopal Varma,J.D. Chakravarthi,Manoj Bajpayee,Urmila Matondkar,,,,,,,,,,8.2
Satya 2,2013,142,"Action, Crime, Drama",940,Ram Gopal Varma,Puneet Singh Ratn,Sharwanand,Anaika Soti,,,,,,,,,,5.9
Satyagraha,2013,152,Drama,4964,Prakash Jha,Amitabh Bachchan,Kareena Kapoor,Ajay Devgn,,,,,,,,,,5.9
Satyajit Ray,1982,131,"Documentary, Biography",103,Shyam Benegal,Victor Banerjee,Smita Patil,Om Puri,,,,,,,,,,7.2
Satyakam,1969,175,Drama,690,Hrishikesh Mukherjee,Ashok Kumar,Dharmendra,Sharmila Tagore,,,,,,,,,,8.2
Satyam Shivam Sundaram: Love Sublime,1978,172,"Drama, Romance",999,Raj Kapoor,Shashi Kapoor,Zeenat Aman,Kanhaiyalal Chaturvedi,,,,,,,,,,7.1
Satyameva Jayate,2000,141,"Crime, Thriller",90,Viji Thampi,Suresh Gopi,Aishwarya,Baburaj,,,,,,,,,,5.2
Satyameva Jayate,2018,140,"Action, Crime, Drama",6302,Milap Zaveri,John Abraham,Manoj Bajpayee,Aisha Sharma,,,,,,,,,,5.7
Sau Crore,1991,158,"Mystery, Thriller",46,Dev Anand,Dev Anand,Sonika Gill,Vikram Gokhale,,,,,,,,,,4
Sau Jhooth Ek Sach,2004,110,"Drama, Thriller",70,Bappaditya Roy,Mammootty,Lillete Dubey,Joy Sengupta,,,,,,,,,,7.2
Sauda,1995,132,Romance,24,Ramesh Modi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla,,,,,,,,,,3.8
Saudagar,1973,131,"Drama, Family",733,Sudhendu Roy,Amitabh Bachchan,Nutan,Trilok Kapoor,,,,,,,,,,7.2
Saudagar,1991,213,"Action, Drama, Romance",1279,Subhash Ghai,Dilip Kumar,Raaj Kumar,Vivek Mushran,,,,,,,,,,6.8
